,Year,usertype,Neighborhood ID,Neighborhood Name,Number of Rides
1073,2021,Customer,89,Wicker Park,63953
1074,2021,Customer,9,Armour Square,3499
1075,2021,Customer,90,Ukrainian Village,18274
1076,2021,Customer,91,Galewood,549
1077,2021,Customer,92,Montclare,333
1078,2021,Customer,93,Old Town,91052
1079,2021,Customer,94,Belmont Cragin,6137
1080,2021,Customer,95,Austin,7152
1081,2021,Customer,96,Gold Coast,60304
1082,2021,Customer,97,Boystown,36068
1083,2021,Customer,98,River North,200066
1084,2021,Subscriber,0,Outside,29085
1085,2021,Subscriber,1,Grand Boulevard,4523
1086,2021,Subscriber,10,Avalon Park,595
1087,2021,Subscriber,11,Burnside,44
1088,2021,Subscriber,12,Hermosa,3449
1089,2021,Subscriber,13,Avondale,11598
1090,2021,Subscriber,14,Logan Square,72668
1091,2021,Subscriber,15,Calumet Heights,389
1092,2021,Subscriber,16,East Side,284
1093,2021,Subscriber,17,West Pullman,1159
1094,2021,Subscriber,18,Garfield Ridge,86
1095,2021,Subscriber,19,New City,2704
1096,2021,Subscriber,2,Printers Row,17315
1097,2021,Subscriber,20,Englewood,2495
1098,2021,Subscriber,21,Grand Crossing,1256
1099,2021,Subscriber,22,Ashburn,213
1100,2021,Subscriber,23,Mount Greenwood,104
1101,2021,Subscriber,24,Morgan Park,761
1102,2021,Subscriber,25,O'Hare,6
1103,2021,Subscriber,26,Jackson Park,5415
1104,2021,Subscriber,27,Loop,252932
1105,2021,Subscriber,28,Pullman,622
1106,2021,Subscriber,29,Riverdale,123
1107,2021,Subscriber,3,United Center,10322
1108,2021,Subscriber,30,Hegewisch,131
1109,2021,Subscriber,32,Douglas,37044
1110,2021,Subscriber,33,Museum Campus,20995
1111,2021,Subscriber,34,Edgewater,38502
1112,2021,Subscriber,35,Lake View,234346
1113,2021,Subscriber,36,Lincoln Park,232026
1114,2021,Subscriber,38,Lincoln Square,46726
1115,2021,Subscriber,39,Oakland,909
1116,2021,Subscriber,4,Sheffield & DePaul,90265
1117,2021,Subscriber,40,Grant Park,27325
1118,2021,Subscriber,41,West Loop,228652
1119,2021,Subscriber,42,Fuller Park,775
1120,2021,Subscriber,43,Andersonville,7846
1121,2021,Subscriber,44,Woodlawn,23028
1122,2021,Subscriber,45,Portage Park,4364
1123,2021,Subscriber,46,Rush & Division,71546
1124,2021,Subscriber,47,"Little Italy, UIC",110081
1125,2021,Subscriber,48,Kenwood,9228
1126,2021,Subscriber,49,Rogers Park,27169
1127,2021,Subscriber,5,Humboldt Park,24832
1128,2021,Subscriber,50,Jefferson Park,359
1129,2021,Subscriber,51,"Sauganash,Forest Glen",272
1130,2021,Subscriber,52,North Park,2658
1131,2021,Subscriber,53,Albany Park,7058
1132,2021,Subscriber,54,Irving Park,22912
1133,2021,Subscriber,55,Dunning,1009
1134,2021,Subscriber,56,West Ridge,8213
1135,2021,Subscriber,57,Uptown,94414
1136,2021,Subscriber,59,Streeterville,130704
1137,2021,Subscriber,6,Garfield Park,4152
1138,2021,Subscriber,60,South Shore,4844
1139,2021,Subscriber,61,Chatham,2373
1140,2021,Subscriber,62,South Chicago,2118
1141,2021,Subscriber,63,Roseland,2358
1142,2021,Subscriber,64,North Center,39549
1143,2021,Subscriber,65,South Deering,534
1144,2021,Subscriber,66,Washington Park,3238
1145,2021,Subscriber,67,Millenium Park,8633
1146,2021,Subscriber,68,Near South Side,50826
1147,2021,Subscriber,69,Chinatown,7548
1148,2021,Subscriber,7,North Lawndale,2796
1149,2021,Subscriber,70,Chicago Lawn,396
1150,2021,Subscriber,71,Auburn Gresham,551
1151,2021,Subscriber,72,Beverly,1098
1152,2021,Subscriber,73,Washington Heights,1075
1153,2021,Subscriber,75,Hyde Park,133695
1154,2021,Subscriber,76,Bucktown,37558
1155,2021,Subscriber,77,Lower West Side,26167
1156,2021,Subscriber,78,Wrigleyville,32071
1157,2021,Subscriber,79,Archer Heights,137
1158,2021,Subscriber,8,Little Village,4967
1159,2021,Subscriber,80,Brighton Park,704
1160,2021,Subscriber,81,Mckinley Park,1937
1161,2021,Subscriber,82,East Village,17394
1162,2021,Subscriber,83,West Town,114721
1163,2021,Subscriber,84,Bridgeport,15384
1164,2021,Subscriber,85,West Elsdon,65
1165,2021,Subscriber,86,Gage Park,256
1166,2021,Subscriber,87,Clearing,4
1167,2021,Subscriber,88,West Lawn,49
1168,2021,Subscriber,89,Wicker Park,72574
1169,2021,Subscriber,9,Armour Square,6966
1170,2021,Subscriber,90,Ukrainian Village,22868
1171,2021,Subscriber,91,Galewood,221
1172,2021,Subscriber,92,Montclare,227
1173,2021,Subscriber,93,Old Town,105280
1174,2021,Subscriber,94,Belmont Cragin,5738
1175,2021,Subscriber,95,Austin,7575
1176,2021,Subscriber,96,Gold Coast,51148
1177,2021,Subscriber,97,Boystown,48820
1178,2021,Subscriber,98,River North,305906
